VueTipKey;VueTipDescripcion;VueCatKey;VueCatDescripcion;OpeDsgKey;OpeKey;OpeDescripcion;OpeDsgDesignadorOACI;VueOpeVueloNumero;VueOpeMatricula;AerTipKey;AerTipDesignador;VueOpeOrigenArpKey;VueOpeAeropuertoOrigen;VueOpeDestinoArpKey;VueOpeAeropuertoDestino;VueOpeFecha;VueOpeFechaSalidaPlan;VueOpeHoraSalidaPlan;VueOpeFechaSalidaReal;VueOpeHoraSalidaReal;VueOpeFechaLlegadaPlan;VueOpeHoraLlegadaPlan;VueOpeFechaLlegadaReal;VueOpeHoraLlegadaReal;VueOpeNivel;VueOpeTD;VueOpeLP;VueOpeUsuarioC;VueOpeFechaC;VueOpeFechaHoraC;VueOpeAeropuertoC;VueOpeUsuarioM;VueOpeFechaM;VueOpeFechaHoraM;VueOpeAeropuertoM;ItiAutVueFchKey
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;5457;HP1910D;1;B752;0;MGGT;2;MHLM;2018-01-31;2018-01-31;1837;2018-01-31;1837;2018-01-31;1905;2018-01-31;1905;250;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;537;N520TA;1;A319;0;KMIA;2;MHLM;2018-01-31;2018-01-31;2139;2018-01-31;2139;2018-01-31;2236;2018-01-31;2236;330;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;378;N465UP;1;B752;0;KMIA;2;MHLM;2018-01-31;2018-01-31;1454;2018-01-31;1454;2018-01-31;1553;2018-01-31;1553;350;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1434;N38257;1;B738;0;KIAH;4;MHRO;2018-01-31;2018-01-31;1826;2018-01-31;1826;2018-01-31;1854;2018-01-31;1854;330;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHRO;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1488;N33266;1;B738;2;MHLM;0;KIAH;2018-01-31;2018-01-31;1942;2018-01-31;1942;2018-01-31;2009;2018-01-31;2009;360;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;1;NACIONAL;\N;\N;\N;PV;729;HRAYJ;1;AT76;4;MHRO;2;MHLM;2018-01-31;2018-01-31;1726;2018-01-31;1726;2018-01-31;1726;2018-01-31;1726;120;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHRO;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;674;XAALL;1;E190;0;MMMX;2;MHLM;2018-01-31;2018-01-31;1818;2018-01-31;1818;2018-01-31;1900;2018-01-31;1900;370;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;753;HRAYM;1;AT76;2;MHLM;0;MGGT;2018-01-31;2018-01-31;0059;2018-01-31;0059;2018-01-31;0059;2018-01-31;0059;160;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;145;HP1521;1;B737;1;MHTG;5;MROC;2018-01-31;2018-01-31;1926;2018-01-31;1926;2018-01-31;2015;2018-01-31;2015;390;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;711;TGTRC;1;AT72;1;MHTG;5;MROC;2018-01-31;2018-01-31;1730;2018-01-31;1730;2018-01-31;1730;2018-01-31;1730;170;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1531;N70020;1;A319;1;MHTG;0;KMIA;2018-01-31;2018-01-31;2125;2018-01-31;2125;2018-01-31;2225;2018-01-31;2225;380;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;568;TGTRF;1;AT76;0;MSLP;1;MHTG;2018-01-31;2018-01-31;2030;2018-01-31;2030;2018-01-31;2030;2018-01-31;2030;150;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;504;N340NB;1;A319;2;MHLM;0;KATL;2018-01-31;2018-01-31;1945;2018-01-31;1945;2018-01-31;2013;2018-01-31;2013;370;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;1;NACIONAL;\N;\N;\N;PV;720;HRAYM;1;AT76;1;MHTG;2;MHLM;2018-01-31;2018-01-31;1441;2018-01-31;1441;2018-01-31;1441;2018-01-31;1441;140;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;486;HRAYM;1;AT76;0;MSLP;2;MHLM;2018-01-31;2018-01-31;2040;2018-01-31;2040;2018-01-31;2040;2018-01-31;2040;150;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;552;N305DQ;1;B737;1;MHTG;0;KATL;2018-01-31;2018-01-31;2025;2018-01-31;2025;2018-01-31;2107;2018-01-31;2107;410;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1541;N54711;1;B737;1;MHTG;0;KIAH;2018-01-31;2018-01-31;1933;2018-01-31;1933;2018-01-31;2011;2018-01-31;2011;340;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;8;8;AEROLITORAL;SLI;675;;1;E190;2;MHLM;0;MMMX;2018-01-31;2018-01-31;2023;2018-01-31;2023;2018-01-31;2101;2018-01-31;2101;400;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;10;51;AEROREPUBLICA S.A.;RPB;562;HK4456;1;E190;0;MPTO;2;MHLM;2018-01-31;2018-01-31;1747;2018-01-31;1747;2018-01-31;1901;2018-01-31;1901;320;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;10;51;AEROREPUBLICA S.A.;RPB;563;HK4456;1;E190;2;MHLM;0;MPTO;2018-01-31;2018-01-31;2037;2018-01-31;2037;2018-01-31;2153;2018-01-31;2153;290;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;121;N975AN;1;B738;2;MHLM;0;KMIA;2018-01-31;2018-01-31;2131;2018-01-31;2131;2018-01-31;2224;2018-01-31;2224;380;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;1504;N9029F;1;A319;2;MHLM;0;KMIA;2018-01-31;2018-01-31;1950;2018-01-31;1950;2018-01-31;2044;2018-01-31;2044;380;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;941;N9029F;1;A319;0;KMIA;2;MHLM;2018-01-31;2018-01-31;1720;2018-01-31;1720;2018-01-31;1817;2018-01-31;1817;350;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;1531;N70020;1;A319;0;KMIA;1;MHTG;2018-01-31;2018-01-31;1848;2018-01-31;1848;2018-01-31;1955;2018-01-31;1955;370;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;120;N975AN;1;B738;0;KMIA;2;MHLM;2018-01-31;2018-01-31;1918;2018-01-31;1918;2018-01-31;2014;2018-01-31;2014;370;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;13;13;AMERIJET INTERNATIONAL;AJT;732;N316CM;1;B763;2;MHLM;0;MMMD;2018-01-31;2018-01-31;2113;2018-01-31;2113;2018-01-31;2139;2018-01-31;2139;380;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;15;15;AVIATECA;GUG;748;TGTRC;1;AT72;1;MHTG;0;MGGT;2018-01-31;2018-01-31;2220;2018-01-31;2220;2018-01-31;2220;2018-01-31;2220;180;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;17;17;COMPAÑÍA PANAMEÑA DE AVIACION ( COPA);CMP;144;HP1537;1;B738;5;MROC;1;MHTG;2018-01-31;2018-01-31;1606;2018-01-31;1606;2018-01-31;1653;2018-01-31;1653;370;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;17;17;COMPAÑÍA PANAMEÑA DE AVIACION ( COPA);CMP;425;HP1537;1;B738;1;MHTG;0;MPTO;2018-01-31;2018-01-31;1801;2018-01-31;1801;2018-01-31;1856;2018-01-31;1856;390;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;17;17;COMPAÑÍA PANAMEÑA DE AVIACION ( COPA);CMP;426;HP1521;1;B737;0;MPTO;1;MHTG;2018-01-31;2018-01-31;1731;2018-01-31;1731;2018-01-31;1827;2018-01-31;1827;360;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;64;65;CONDOR FLUGDIENST GMBH;CFG;OG;;1;DHC6;0;SEGU;4;MHRO;2018-01-31;2018-01-31;1704;2018-01-31;1704;2018-01-31;2115;2018-01-31;2115;120;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHRO;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;18;18;DELTA AIRLINES;DAL;575;N340NB;1;A319;0;KATL;2;MHLM;2018-01-31;2018-01-31;1746;2018-01-31;1746;2018-01-31;1817;2018-01-31;1817;300;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;18;18;DELTA AIRLINES;DAL;849;N305DQ;1;B737;0;KATL;1;MHTG;2018-01-31;2018-01-31;1731;2018-01-31;1731;2018-01-31;1831;2018-01-31;1831;390;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;19;19;DHL AEROEXPRESSO;DAE;5236;HP1910;1;B752;2;MHLM;0;KMIA;2018-01-31;2018-01-31;2027;2018-01-31;2027;2018-01-31;2118;2018-01-31;2118;350;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;21;21;GULF CARIBBEAN INC;TSU;7138;N371FL;1;CVLT;2;MHLM;0;KMIA;2018-01-31;2018-01-31;2337;2018-01-31;2337;2018-02-01;0023;2018-02-01;0023;250;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;1;NACIONAL;6;6;ISLEÑA DE INVERSIONES;ISV;722;HRAYM;1;AT76;2;MHLM;1;MHTG;2018-01-31;2018-01-31;1320;2018-01-31;1320;2018-01-31;1320;2018-01-31;1320;130;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;1;NACIONAL;6;6;ISLEÑA DE INVERSIONES;ISV;728;HRAYM;1;AT76;2;MHLM;4;MHRO;2018-01-31;2018-01-31;1650;2018-01-31;1650;2018-01-31;1650;2018-01-31;1650;130;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;6;6;ISLEÑA DE INVERSIONES;ISV;752;HRAYM;1;AT76;0;MGGT;2;MHLM;2018-01-31;2018-01-31;1135;2018-01-31;1135;2018-01-31;1220;2018-01-31;1220;210;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;6;6;ISLEÑA DE INVERSIONES;ISV;712;TGTRC;1;AT72;5;MROC;1;MHTG;2018-01-31;2018-01-31;2010;2018-01-31;2010;2018-01-31;2010;2018-01-31;2010;180;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;23;23;SPIRIT AIRLINES INC;NKS;826;N681NK;1;A321;2;MHLM;0;KFLL;2018-01-31;2018-01-31;0810;2018-01-31;0810;2018-01-31;0903;2018-01-31;0903;380;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;23;23;SPIRIT AIRLINES INC;NKS;829;N681NK;1;A321;0;KFLL;2;MHLM;2018-01-31;2018-01-31;0537;2018-01-31;0537;2018-01-31;0631;2018-01-31;0631;330;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;487;HRAYJ;1;AT76;2;MHLM;0;MSLP;2018-01-31;2018-01-31;1856;2018-01-31;1856;2018-01-31;1856;2018-01-31;1856;180;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;455;TGTRF;1;AT76;1;MHTG;0;MSLP;2018-01-31;2018-01-31;2305;2018-01-31;2305;2018-01-31;2305;2018-01-31;2305;160;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;537;N520TA;1;A319;2;MHLM;0;MSLP;2018-01-31;2018-01-31;2320;2018-01-31;2320;2018-01-31;2320;2018-01-31;2320;160;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;480;HRAYJ;1;AT76;1;MHTG;0;MSLP;2018-01-31;2018-01-31;1217;2018-01-31;1217;2018-01-31;1217;2018-01-31;1217;160;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;574;TGTRD;1;AT76;0;MSLP;2;MHLM;2018-01-31;2018-01-31;0200;2018-01-31;0200;2018-01-31;0200;2018-01-31;0200;150;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;481;HRAYJ;1;AT76;0;MSLP;1;MHTG;2018-01-31;2018-01-31;0200;2018-01-31;0200;2018-01-31;0200;2018-01-31;0200;150;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;575;TGTRD;1;AT76;2;MHLM;0;MSLP;2018-01-31;2018-01-31;1250;2018-01-31;1250;2018-01-31;1250;2018-01-31;1250;160;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;482;HRAYJ;1;AT76;0;MSLP;4;MHRO;2018-01-31;2018-01-31;1425;2018-01-31;1425;2018-01-31;1425;2018-01-31;1425;150;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHRO;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;483;HRAYM;1;AT76;4;MHRO;0;MSLP;2018-01-31;2018-01-31;1810;2018-01-31;1810;2018-01-31;1810;2018-01-31;1810;140;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHRO;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;569;TGTRF;1;AT76;1;MHTG;0;MSLP;2018-01-31;2018-01-31;1755;2018-01-31;1755;2018-01-31;1755;2018-01-31;1755;180;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;454;TGTRF;1;AT76;0;MSLP;1;MHTG;2018-01-31;2018-01-31;1425;2018-01-31;1425;2018-01-31;1425;2018-01-31;1425;170;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;536;N520TA;1;A319;2;MHLM;0;KMIA;2018-01-31;2018-01-31;1643;2018-01-31;1643;2018-01-31;1735;2018-01-31;1735;360;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;536;N520TA;1;A319;0;MSLP;2;MHLM;2018-01-31;2018-01-31;1426;2018-01-31;1426;2018-01-31;1426;2018-01-31;1426;170;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;27;27;UNITED AIRLINES;UAL;1487;N33266;1;B738;0;KIAH;2;MHLM;2018-01-31;2018-01-31;1746;2018-01-31;1746;2018-01-31;1816;2018-01-31;1816;370;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;27;27;UNITED AIRLINES;UAL;1435;N38257;1;B738;4;MHRO;0;KIAH;2018-01-31;2018-01-31;2004;2018-01-31;2004;2018-01-31;2030;2018-01-31;2030;340;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHRO;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;27;27;UNITED AIRLINES;UAL;1540;N54711;1;B737;0;KIAH;1;MHTG;2018-01-31;2018-01-31;1726;2018-01-31;1726;2018-01-31;1807;2018-01-31;1807;390;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;28;28;UNITED PARCEL SERVICES (UPS);UPS;379;N465UP;1;B752;2;MHLM;0;KMIA;2018-01-31;2018-01-31;2332;2018-01-31;2332;2018-02-01;0024;2018-02-01;0024;350;0;0;SYSADM;2018-01-31;2018-01-31 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;455;TGTRF;1;AT76;1;MHTG;0;MSLP;2018-01-30;2018-01-30;2305;2018-01-30;2305;2018-01-30;2305;2018-01-30;2305;160;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;575;N355NB;1;A319;0;KATL;2;MHLM;2018-01-30;2018-01-30;1744;2018-01-30;1744;2018-01-30;1814;2018-01-30;1814;350;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;378;N461UP;1;B752;0;KMIA;2;MHLM;2018-01-30;2018-01-30;1535;2018-01-30;1535;2018-01-30;1605;2018-01-30;1605;320;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1488;N76503;1;B738;2;MHLM;0;KIAH;2018-01-30;2018-01-30;1950;2018-01-30;1950;2018-01-30;2017;2018-01-30;2017;340;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;480;HRAYJ;1;AT76;1;MHTG;0;MSLP;2018-01-30;2018-01-30;::;2018-01-30;::;\N;\N;\N;\N;\N;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;722;N316CM;1;B763;2;MHLM;0;KMIA;2018-01-30;2018-01-30;2245;2018-01-30;2245;2018-01-30;2313;2018-01-30;2313;390;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;722;N316CM;1;B763;0;MSLP;2;MHLM;2018-01-30;2018-01-30;2054;2018-01-30;2054;2018-01-30;2127;2018-01-30;2127;210;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;575;TGTRF;1;AT76;2;MHLM;0;MSLP;2018-01-30;2018-01-30;1235;2018-01-30;1235;2018-01-30;1235;2018-01-30;1235;160;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;145;HP1520;1;B737;1;MHTG;5;MROC;2018-01-30;2018-01-30;1921;2018-01-30;1921;2018-01-30;2010;2018-01-30;2010;350;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;483;HRAYM;1;AT76;4;MHRO;0;MSLP;2018-01-30;2018-01-30;1810;2018-01-30;1810;2018-01-30;1810;2018-01-30;1810;160;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHRO;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;763;CGTVN;1;B738;4;MHRO;0;CYYZ;2018-01-30;2018-01-30;0026;2018-01-30;0026;2018-01-30;0051;2018-01-30;0051;370;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHRO;\N;\N;\N;\N;0
1;PRIVADO;1;NACIONAL;\N;\N;\N;PV;720;HRAYM;1;AT76;1;MHTG;2;MHLM;2018-01-30;2018-01-30;1441;2018-01-30;1441;2018-01-30;1441;2018-01-30;1441;140;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;748;TGTRD;1;AT76;1;MHTG;0;MGGT;2018-01-30;2018-01-30;2220;2018-01-30;2220;2018-01-30;2220;2018-01-30;2220;180;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;454;TGTRE;1;AT76;0;MSLP;1;MHTG;2018-01-30;2018-01-30;1425;2018-01-30;1425;2018-01-30;1425;2018-01-30;1425;150;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;536;N524TA;1;A319;0;MSLP;2;MHLM;2018-01-30;2018-01-30;1426;2018-01-30;1426;2018-01-30;1426;2018-01-30;1426;170;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;7138;N351FL;1;CVLT;2;MHLM;0;KMIA;2018-01-30;2018-01-30;2253;2018-01-30;2253;2018-01-30;2338;2018-01-30;2338;230;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;8;8;AEROLITORAL;SLI;674;XAGAW;1;E190;0;MMMX;2;MHLM;2018-01-30;2018-01-30;1637;2018-01-30;1637;2018-01-30;1719;2018-01-30;1719;390;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;8;8;AEROLITORAL;SLI;675;XAGAW;1;E190;2;MHLM;0;MMMX;2018-01-30;2018-01-30;1848;2018-01-30;1848;2018-01-30;1926;2018-01-30;1926;400;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;10;51;AEROREPUBLICA S.A.;RPB;562;HP1563;1;E190;0;MPTO;2;MHLM;2018-01-30;2018-01-30;1741;2018-01-30;1741;2018-01-30;1850;2018-01-30;1850;360;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;10;51;AEROREPUBLICA S.A.;RPB;563;HP1563;1;E190;2;MHLM;0;MPTO;2018-01-30;2018-01-30;2021;2018-01-30;2021;2018-01-30;2131;2018-01-30;2131;350;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;121;N879NN;1;B738;2;MHLM;0;KMIA;2018-01-30;2018-01-30;2131;2018-01-30;2131;2018-01-30;2224;2018-01-30;2224;380;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;1504;N93003;1;A319;2;MHLM;0;KMIA;2018-01-30;2018-01-30;1951;2018-01-30;1951;2018-01-30;2045;2018-01-30;2045;380;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;941;N93003;1;A319;0;KMIA;2;MHLM;2018-01-30;2018-01-30;1734;2018-01-30;1734;2018-01-30;1830;2018-01-30;1830;370;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;1531;N4032T;1;A319;0;KMIA;1;MHTG;2018-01-30;2018-01-30;1852;2018-01-30;1852;2018-01-30;1953;2018-01-30;1953;370;0;0;SYSADM;2018-01-30;2018-01-30 00:00:00;MHTG;\N;\N;\N;\N;0
