VueTipKey;VueTipDescripcion;VueCatKey;VueCatDescripcion;OpeDsgKey;OpeKey;OpeDescripcion;OpeDsgDesignadorOACI;VueOpeVueloNumero;VueOpeMatricula;AerTipKey;AerTipDesignador;VueOpeOrigenArpKey;VueOpeAeropuertoOrigen;VueOpeDestinoArpKey;VueOpeAeropuertoDestino;VueOpeFecha;VueOpeFechaSalidaPlan;VueOpeHoraSalidaPlan;VueOpeFechaSalidaReal;VueOpeHoraSalidaReal;VueOpeFechaLlegadaPlan;VueOpeHoraLlegadaPlan;VueOpeFechaLlegadaReal;VueOpeHoraLlegadaReal;VueOpeNivel;VueOpeTD;VueOpeLP;VueOpeUsuarioC;VueOpeFechaC;VueOpeFechaHoraC;VueOpeAeropuertoC;VueOpeUsuarioM;VueOpeFechaM;VueOpeFechaHoraM;VueOpeAeropuertoM;ItiAutVueFchKey
3;COMERCIAL;2;INTERNACIONAL;27;27;UNITED AIRLINES;UAL;1602;N14219;1;B738;2;MHLM;0;KIAH;2018-01-28;2018-01-28;2154;2018-01-28;2154;2018-01-28;2221;2018-01-28;2221;400;0;0;SYSADM;2018-01-28;2018-01-28 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;27;27;UNITED AIRLINES;UAL;1542;N14235;1;B738;0;KEWR;2;MHLM;2018-01-28;2018-01-28;1447;2018-01-28;1447;2018-01-28;1518;2018-01-28;1518;360;0;0;SYSADM;2018-01-28;2018-01-28 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;27;27;UNITED AIRLINES;UAL;1544;N14235;1;B738;2;MHLM;0;KEWR;2018-01-28;2018-01-28;1644;2018-01-28;1644;2018-01-28;1712;2018-01-28;1712;350;0;0;SYSADM;2018-01-28;2018-01-28 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;575;N3739P;1;B738;0;KATL;2;MHLM;2018-01-27;2018-01-27;1729;2018-01-27;1729;2018-01-27;1800;2018-01-27;1800;360;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;377;N309UP;1;B763;2;MHLM;0;KMIA;2018-01-27;2018-01-27;2252;2018-01-27;2252;2018-01-27;2320;2018-01-27;2320;350;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1487;N14240;1;B738;0;KIAH;2;MHLM;2018-01-27;2018-01-27;1815;2018-01-27;1815;2018-01-27;1845;2018-01-27;1845;370;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;694;N831DN;1;B739;0;KATL;4;MHRO;2018-01-27;2018-01-27;1853;2018-01-27;1853;2018-01-27;1920;2018-01-27;1920;360;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1504;N8027D;1;A319;2;MHLM;0;KMIA;2018-01-27;2018-01-27;1945;2018-01-27;1945;2018-01-27;2039;2018-01-27;2039;380;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;144;;1;B737;5;MROC;1;MHTG;2018-01-27;2018-01-27;1609;2018-01-27;1609;2018-01-27;1655;2018-01-27;1655;380;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;1435;N76523;1;B738;4;MHRO;0;KIAH;2018-01-27;2018-01-27;2006;2018-01-27;2006;2018-01-27;2033;2018-01-27;2033;360;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1517;N992AN;1;B738;0;KMIA;4;MHRO;2018-01-27;2018-01-27;1635;2018-01-27;1635;2018-01-27;1720;2018-01-27;1720;370;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
1;PRIVADO;1;NACIONAL;\N;\N;\N;PV;729;HRAYJ;1;AT76;4;MHRO;2;MHLM;2018-01-27;2018-01-27;1726;2018-01-27;1726;2018-01-27;1726;2018-01-27;1726;120;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;941;N8027D;1;A319;0;KMIA;2;MHLM;2018-01-27;2018-01-27;1743;2018-01-27;1743;2018-01-27;1840;2018-01-27;1840;350;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;674;XAALL;1;E190;0;MMMX;2;MHLM;2018-01-27;2018-01-27;1640;2018-01-27;1640;2018-01-27;1722;2018-01-27;1722;330;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;961;N4005X;1;A319;1;MHTG;0;KMIA;2018-01-27;2018-01-27;1932;2018-01-27;1932;2018-01-27;2030;2018-01-27;2030;380;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;675;XAALL;1;E190;2;MHLM;0;MMMX;2018-01-27;2018-01-27;1833;2018-01-27;1833;2018-01-27;1911;2018-01-27;1911;400;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;481;HRAYM;1;AT76;0;MSLP;1;MHTG;2018-01-27;2018-01-27;0200;2018-01-27;0200;2018-01-27;0200;2018-01-27;0200;150;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;753;TGTRF;1;AT76;2;MHLM;0;MGGT;2018-01-27;2018-01-27;0059;2018-01-27;0059;2018-01-27;0059;2018-01-27;0059;160;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;575;TGTRC;1;AT72;2;MHLM;0;MSLP;2018-01-27;2018-01-27;1215;2018-01-27;1215;2018-01-27;1215;2018-01-27;1215;160;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1069;N920NN;1;B738;0;KDFW;4;MHRO;2018-01-27;2018-01-27;1926;2018-01-27;1926;2018-01-27;1956;2018-01-27;1956;370;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;425;HP1531;1;B737;1;MHTG;0;MPTO;2018-01-27;2018-01-27;1806;2018-01-27;1806;2018-01-27;1903;2018-01-27;1903;410;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;849;N303DQ;1;B737;0;KATL;1;MHTG;2018-01-27;2018-01-27;1729;2018-01-27;1729;2018-01-27;1812;2018-01-27;1812;400;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;712;TGTRD;1;AT76;5;MROC;1;MHTG;2018-01-27;2018-01-27;2010;2018-01-27;2010;2018-01-27;2010;2018-01-27;2010;160;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;1646;N76514;1;B738;0;KIAH;2;MHLM;2018-01-27;2018-01-27;2038;2018-01-27;2038;2018-01-27;2108;2018-01-27;2108;330;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;568;TGTRC;1;AT72;0;MSLP;1;MHTG;2018-01-27;2018-01-27;2030;2018-01-27;2030;2018-01-27;2030;2018-01-27;2030;150;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;504;N3739P;1;B738;2;MHLM;0;KATL;2018-01-27;2018-01-27;1947;2018-01-27;1947;2018-01-27;2015;2018-01-27;2015;390;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;1540;N17719;1;B737;0;KIAH;1;MHTG;2018-01-27;2018-01-27;1802;2018-01-27;1802;2018-01-27;1841;2018-01-27;1841;410;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;1;NACIONAL;\N;\N;\N;M;720;HRAYJ;1;AT76;1;MHTG;2;MHLM;2018-01-27;2018-01-27;1441;2018-01-27;1441;2018-01-27;1441;2018-01-27;1441;140;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;486;HRAYM;1;AT76;0;MSLP;2;MHLM;2018-01-27;2018-01-27;2040;2018-01-27;2040;2018-01-27;2040;2018-01-27;2040;150;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;536;N496TA;1;A320;0;MSLP;2;MHLM;2018-01-27;2018-01-27;::;2018-01-27;::;\N;\N;\N;\N;\N;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1541;N17719;1;B737;1;MHTG;0;KIAH;2018-01-27;2018-01-27;1942;2018-01-27;1942;2018-01-27;2020;2018-01-27;2020;380;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;10;51;AEROREPUBLICA S.A.;RPB;562;HK4453;1;E190;0;MPTO;2;MHLM;2018-01-27;2018-01-27;1736;2018-01-27;1736;2018-01-27;1846;2018-01-27;1846;340;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;10;51;AEROREPUBLICA S.A.;RPB;563;HK4453;1;E190;2;MHLM;0;MPTO;2018-01-27;2018-01-27;2020;2018-01-27;2020;2018-01-27;2131;2018-01-27;2131;350;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;1518;N992AN;1;B738;4;MHRO;0;KMIA;2018-01-27;2018-01-27;1855;2018-01-27;1855;2018-01-27;1936;2018-01-27;1936;340;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;961;N4005X;1;A319;0;KMIA;1;MHTG;2018-01-27;2018-01-27;1735;2018-01-27;1735;2018-01-27;1842;2018-01-27;1842;370;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;12;12;AMERICAN AIRLINES;AAL;2308;N920NN;1;B738;4;MHRO;0;KDFW;2018-01-27;2018-01-27;2117;2018-01-27;2117;2018-01-27;2143;2018-01-27;2143;300;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;15;15;AVIATECA;GUG;748;TGTRD;1;AT76;1;MHTG;0;MGGT;2018-01-27;2018-01-27;2220;2018-01-27;2220;2018-01-27;2220;2018-01-27;2220;160;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;17;17;COMPAÑÍA PANAMEÑA DE AVIACION ( COPA);CMP;145;HP1530;1;B737;1;MHTG;5;MROC;2018-01-27;2018-01-27;1922;2018-01-27;1922;2018-01-27;2012;2018-01-27;2012;370;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;17;17;COMPAÑÍA PANAMEÑA DE AVIACION ( COPA);CMP;426;HP1530;1;B737;0;MPTO;1;MHTG;2018-01-27;2018-01-27;1713;2018-01-27;1713;2018-01-27;1808;2018-01-27;1808;400;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;18;18;DELTA AIRLINES;DAL;548;N831DN;1;B739;4;MHRO;0;KATL;2018-01-27;2018-01-27;2107;2018-01-27;2107;2018-01-27;2132;2018-01-27;2132;350;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;18;18;DELTA AIRLINES;DAL;552;N303DQ;1;B737;1;MHTG;0;KATL;2018-01-27;2018-01-27;2022;2018-01-27;2022;2018-01-27;2104;2018-01-27;2104;410;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;21;21;GULF CARIBBEAN INC;TSU;7138;N351FL;1;CVLT;2;MHLM;0;KMIA;2018-01-27;2018-01-27;1745;2018-01-27;1745;2018-01-27;1831;2018-01-27;1831;250;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;1;NACIONAL;6;6;ISLEÑA DE INVERSIONES;ISV;722;HRAYJ;1;AT76;2;MHLM;1;MHTG;2018-01-27;2018-01-27;1320;2018-01-27;1320;2018-01-27;1320;2018-01-27;1320;130;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;1;NACIONAL;6;6;ISLEÑA DE INVERSIONES;ISV;728;HRAYJ;1;AT76;2;MHLM;4;MHRO;2018-01-27;2018-01-27;1620;2018-01-27;1620;2018-01-27;1620;2018-01-27;1620;130;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;6;6;ISLEÑA DE INVERSIONES;ISV;711;TGTRD;1;AT76;1;MHTG;5;MROC;2018-01-27;2018-01-27;1720;2018-01-27;1720;2018-01-27;1832;2018-01-27;1832;210;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;1;NACIONAL;6;6;ISLEÑA DE INVERSIONES;ISV;721;HRAYM;1;AT76;2;MHLM;1;MHTG;2018-01-27;2018-01-27;2222;2018-01-27;2222;2018-01-27;2222;2018-01-27;2222;130;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;487;HRAYJ;1;AT76;2;MHLM;0;MSLP;2018-01-27;2018-01-27;1956;2018-01-27;1956;2018-01-27;1956;2018-01-27;1956;160;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;455;TGTRC;1;AT72;1;MHTG;0;MSLP;2018-01-27;2018-01-27;2305;2018-01-27;2305;2018-01-27;2305;2018-01-27;2305;160;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;537;N496TA;1;A320;2;MHLM;0;MSLP;2018-01-27;2018-01-27;2320;2018-01-27;2320;2018-01-27;2320;2018-01-27;2320;180;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;537;N496TA;1;A320;0;KMIA;2;MHLM;2018-01-27;2018-01-27;2112;2018-01-27;2112;2018-01-27;2209;2018-01-27;2209;350;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;480;HRAYM;1;AT76;1;MHTG;0;MSLP;2018-01-27;2018-01-27;1217;2018-01-27;1217;2018-01-27;1217;2018-01-27;1217;140;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;574;TGTRC;1;AT72;0;MSLP;2;MHLM;2018-01-27;2018-01-27;0200;2018-01-27;0200;2018-01-27;0200;2018-01-27;0200;170;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;482;HRAYM;1;AT76;0;MSLP;4;MHRO;2018-01-27;2018-01-27;1425;2018-01-27;1425;2018-01-27;1425;2018-01-27;1425;170;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;483;HRAYM;1;AT76;4;MHRO;0;MSLP;2018-01-27;2018-01-27;1810;2018-01-27;1810;2018-01-27;1810;2018-01-27;1810;160;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;536;N496TA;1;A320;2;MHLM;0;KMIA;2018-01-27;2018-01-27;1645;2018-01-27;1645;2018-01-27;1738;2018-01-27;1738;380;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;569;TGTRC;1;AT72;1;MHTG;0;MSLP;2018-01-27;2018-01-27;1755;2018-01-27;1755;2018-01-27;1755;2018-01-27;1755;140;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;24;24;TACA INTERNATIONAL AIRLINES;TAI;454;TGTRC;1;AT72;0;MSLP;1;MHTG;2018-01-27;2018-01-27;1425;2018-01-27;1425;2018-01-27;1425;2018-01-27;1425;150;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHTG;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;27;27;UNITED AIRLINES;UAL;1434;N76523;1;B738;0;KIAH;4;MHRO;2018-01-27;2018-01-27;1816;2018-01-27;1816;2018-01-27;1846;2018-01-27;1846;330;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHRO;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;27;27;UNITED AIRLINES;UAL;1488;N14240;1;B738;2;MHLM;0;KIAH;2018-01-27;2018-01-27;1943;2018-01-27;1943;2018-01-27;2009;2018-01-27;2009;320;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;27;27;UNITED AIRLINES;UAL;1602;N76514;1;B738;2;MHLM;0;KIAH;2018-01-27;2018-01-27;2202;2018-01-27;2202;2018-01-27;2229;2018-01-27;2229;380;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;28;28;UNITED PARCEL SERVICES (UPS);UPS;377;N309UP;1;B763;0;MNMG;2;MHLM;2018-01-27;2018-01-27;2040;2018-01-27;2040;2018-01-27;2118;2018-01-27;2118;290;0;0;SYSADM;2018-01-27;2018-01-27 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;1;NACIONAL;\N;\N;\N;PV;722;HRAYM;1;AT76;2;MHLM;1;MHTG;2018-01-26;2018-01-26;1320;2018-01-26;1320;2018-01-26;1320;2018-01-26;1320;130;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;5236;HP1810;1;B752;2;MHLM;0;KMIA;2018-01-26;2018-01-26;1948;2018-01-26;1948;2018-01-26;2039;2018-01-26;2039;350;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;1;NACIONAL;\N;\N;\N;PV;723;TGTRF;1;AT76;1;MHTG;2;MHLM;2018-01-26;2018-01-26;2341;2018-01-26;2341;2018-01-26;2341;2018-01-26;2341;140;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;5457;HP1810D;1;B752;0;MGGT;2;MHLM;2018-01-26;2018-01-26;1746;2018-01-26;1746;2018-01-26;1814;2018-01-26;1814;210;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1504;N8030F;1;A319;2;MHLM;0;KMIA;2018-01-26;2018-01-26;1933;2018-01-26;1933;2018-01-26;2027;2018-01-26;2027;380;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;563;HP1562;1;E190;2;MHLM;0;MPTO;2018-01-26;2018-01-26;2004;2018-01-26;2004;2018-01-26;2114;2018-01-26;2114;350;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;1488;N24202;1;B738;2;MHLM;0;KIAH;2018-01-26;2018-01-26;1941;2018-01-26;1941;2018-01-26;2008;2018-01-26;2008;360;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;1;NACIONAL;\N;\N;\N;PV;729;HRAYM;1;AT76;4;MHRO;2;MHLM;2018-01-26;2018-01-26;1736;2018-01-26;1736;2018-01-26;1736;2018-01-26;1736;120;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHRO;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;462;N651NK;1;A320;0;KIAH;2;MHLM;2018-01-26;2018-01-26;1913;2018-01-26;1913;2018-01-26;1943;2018-01-26;1943;350;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;674;XAAAC;1;E190;0;MMMX;2;MHLM;2018-01-26;2018-01-26;1703;2018-01-26;1703;2018-01-26;1745;2018-01-26;1745;410;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;463;N651NK;1;A320;2;MHLM;0;KIAH;2018-01-26;2018-01-26;2057;2018-01-26;2057;2018-01-26;2124;2018-01-26;2124;360;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;481;TGTRC;1;AT72;0;MSLP;1;MHTG;2018-01-26;2018-01-26;0200;2018-01-26;0200;2018-01-26;0200;2018-01-26;0200;170;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;575;TGTRF;1;AT76;2;MHLM;0;MSLP;2018-01-26;2018-01-26;1230;2018-01-26;1230;2018-01-26;1230;2018-01-26;1230;160;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;145;HP1833;1;B738;1;MHTG;5;MROC;2018-01-26;2018-01-26;1921;2018-01-26;1921;2018-01-26;2010;2018-01-26;2010;370;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHTG;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;1531;N9029F;1;A319;1;MHTG;0;KMIA;2018-01-26;2018-01-26;2115;2018-01-26;2115;2018-01-26;2213;2018-01-26;2213;380;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHTG;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;1829;N677NK;1;A321;0;KFLL;2;MHLM;2018-01-26;2018-01-26;1419;2018-01-26;1419;2018-01-26;1514;2018-01-26;1514;350;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;483;TGTRF;1;AT76;4;MHRO;0;MSLP;2018-01-26;2018-01-26;1810;2018-01-26;1810;2018-01-26;1810;2018-01-26;1810;180;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHRO;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;504;N304DN;1;A321;2;MHLM;0;KATL;2018-01-26;2018-01-26;1936;2018-01-26;1936;2018-01-26;2002;2018-01-26;2002;340;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
2;MILITAR;2;INTERNACIONAL;\N;\N;\N;M;486;TGTRF;1;AT76;0;MSLP;2;MHLM;2018-01-26;2018-01-26;2040;2018-01-26;2040;2018-01-26;2040;2018-01-26;2040;170;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
1;PRIVADO;2;INTERNACIONAL;\N;\N;\N;PV;120;N896NN;1;B738;0;KMIA;2;MHLM;2018-01-26;2018-01-26;1853;2018-01-26;1853;2018-01-26;1949;2018-01-26;1949;370;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;8;8;AEROLITORAL;SLI;675;XAAAC;1;E190;2;MHLM;0;MMMX;2018-01-26;2018-01-26;1853;2018-01-26;1853;2018-01-26;1931;2018-01-26;1931;380;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
3;COMERCIAL;2;INTERNACIONAL;10;51;AEROREPUBLICA S.A.;RPB;562;HP1562;1;E190;0;MPTO;2;MHLM;2018-01-26;2018-01-26;1730;2018-01-26;1730;2018-01-26;1844;2018-01-26;1844;300;0;0;SYSADM;2018-01-26;2018-01-26 00:00:00;MHLM;\N;\N;\N;\N;0
